customer_id,tenure_months,monthly_charges,total_charges,support_calls_30d,contract,payment_method,internet_service,churn
C006762,20,32.25,4249.68,1,one-year,credit_card,dsl,0
C006763,10,63.95,568.8,2,month-to-month,boleto,fiber,1
C006764,63,117.51,1431.71,3,month-to-month,boleto,none,0
C006765,35,138.01,5813.65,4,month-to-month,pix,dsl,1
C006766,67,102.4,3413.1,3,one-year,boleto,dsl,0
C006767,48,97.5,4239.71,0,month-to-month,boleto,fiber,0
C006768,40,69.3,6680.88,3,month-to-month,credit_card,fiber,0
C006769,37,82.15,5619.9,0,month-to-month,bank_transfer,fiber,1
C006770,14,76.19,6605.99,1,one-year,boleto,dsl,0
C006771,41,27.17,333.72,2,month-to-month,credit_card,dsl,0
C006772,50,22.84,8365.8,5,two-year,credit_card,fiber,0
C006773,70,100.26,3282.05,2,month-to-month,pix,dsl,0
C006774,40,86.28,6397.94,4,one-year,pix,fiber,0
C006775,68,51.84,3738.88,4,month-to-month,pix,fiber,0
C006776,68,136.06,1890.17,1,month-to-month,boleto,fiber,0
C006777,38,46.86,4947.61,4,month-to-month,pix,dsl,1
C006778,32,111.06,778.96,4,month-to-month,boleto,fiber,0
C006779,10,122.49,430.49,5,month-to-month,credit_card,none,1
C006780,19,129.23,2505.98,5,one-year,bank_transfer,fiber,0
C006781,64,129.14,3849.47,4,month-to-month,bank_transfer,fiber,1
C006782,10,123.24,2209.78,2,one-year,bank_transfer,fiber,0
C006783,28,79.51,8910.64,1,month-to-month,bank_transfer,fiber,0
C006784,51,101.11,253.23,2,month-to-month,pix,none,0
C006785,17,131.5,7814.41,0,month-to-month,bank_transfer,fiber,1
C006786,71,74.64,3813.24,0,one-year,pix,dsl,0
C006787,47,107.21,6800.12,5,month-to-month,pix,fiber,0
C006788,2,40.74,8181.21,5,one-year,pix,dsl,0
C006789,18,93.41,5290.85,5,one-year,credit_card,none,0
C006790,54,38.34,4485.48,3,month-to-month,bank_transfer,fiber,0
C006791,63,105.84,5671.76,4,month-to-month,boleto,fiber,0
C006792,67,68.99,8757.7,5,one-year,credit_card,fiber,0
C006793,62,49.62,728.72,3,two-year,boleto,none,0
C006794,5,66.9,5092.14,1,month-to-month,credit_card,fiber,0
C006795,53,111.18,4341.84,0,one-year,credit_card,dsl,0
C006796,8,138.04,7374.33,0,one-year,boleto,fiber,1
C006797,5,21.47,950.09,0,one-year,bank_transfer,none,0
C006798,50,41.82,5769.58,4,one-year,credit_card,dsl,1
C006799,34,111.75,2704.81,2,month-to-month,bank_transfer,fiber,0
C006800,47,93.94,6848.79,1,one-year,bank_transfer,fiber,1
C006801,62,61.49,594.05,2,month-to-month,boleto,fiber,0
C006802,5,104.73,7554.19,5,month-to-month,bank_transfer,fiber,0
C006803,38,132.73,3.96,5,month-to-month,boleto,fiber,1
C006804,60,53.54,7960.74,2,two-year,boleto,fiber,0
C006805,32,83.14,4344.28,3,month-to-month,bank_transfer,fiber,0
C006806,38,22.7,8325.87,0,month-to-month,pix,fiber,0
C006807,36,142.98,82.31,3,month-to-month,credit_card,fiber,1
C006808,66,124.21,8292.69,5,month-to-month,boleto,fiber,1
C006809,3,85.66,4889.49,0,two-year,bank_transfer,fiber,0
C006810,64,148.96,596.82,0,month-to-month,boleto,dsl,0
C006811,59,48.63,8866.81,3,two-year,bank_transfer,dsl,0
C006812,59,116.72,2529.08,1,one-year,pix,dsl,0
C006813,30,120.04,1657.29,2,one-year,pix,fiber,0
C006814,37,128.01,606.36,5,one-year,bank_transfer,fiber,0
C006815,26,109.06,4656.16,0,month-to-month,bank_transfer,dsl,1
C006816,18,44.78,6082.77,3,month-to-month,boleto,fiber,1
C006817,63,31.87,2703.34,2,month-to-month,boleto,fiber,0
C006818,36,43.45,6254.03,5,month-to-month,bank_transfer,fiber,0
C006819,52,131.58,7603.53,0,month-to-month,bank_transfer,fiber,0
C006820,7,72.26,4087.34,5,month-to-month,credit_card,none,1
C006821,57,91.0,8681.61,5,two-year,credit_card,fiber,0
C006822,48,23.3,960.01,5,two-year,bank_transfer,fiber,1
C006823,72,83.89,6561.16,1,month-to-month,bank_transfer,fiber,1
C006824,9,73.21,6629.42,3,month-to-month,bank_transfer,dsl,0
C006825,39,89.49,5015.64,4,month-to-month,pix,dsl,0
C006826,37,68.79,1256.01,2,two-year,bank_transfer,none,0
C006827,39,29.81,4893.82,2,one-year,pix,dsl,1
C006828,3,25.71,1487.13,1,month-to-month,boleto,dsl,0
C006829,34,143.47,765.74,5,month-to-month,credit_card,dsl,0
C006830,21,98.5,4867.69,0,two-year,bank_transfer,dsl,0
C006831,45,103.64,5465.38,0,month-to-month,pix,dsl,0
C006832,16,139.0,7226.88,4,two-year,pix,fiber,0
C006833,31,91.61,1840.87,0,two-year,pix,dsl,1
C006834,45,100.02,8388.58,5,one-year,bank_transfer,dsl,0
C006835,4,88.0,5139.04,5,two-year,credit_card,fiber,1
C006836,57,42.88,5804.89,3,month-to-month,boleto,fiber,0
C006837,52,60.5,1504.47,2,month-to-month,pix,fiber,1
C006838,4,134.96,7206.73,3,month-to-month,pix,fiber,0
C006839,4,77.7,5917.57,4,month-to-month,boleto,none,0
C006840,62,46.54,1664.27,2,month-to-month,boleto,fiber,0
C006841,20,127.65,4512.84,5,month-to-month,boleto,fiber,0
C006842,62,31.35,3474.73,3,two-year,bank_transfer,dsl,0
C006843,36,103.14,8982.48,5,one-year,credit_card,fiber,0
C006844,24,111.02,8859.07,0,month-to-month,bank_transfer,fiber,0
C006845,19,59.49,5320.63,5,month-to-month,boleto,fiber,0
C006846,48,41.7,3470.9,0,one-year,bank_transfer,fiber,0
C006847,8,78.28,4290.16,2,one-year,pix,dsl,0
C006848,29,118.15,2388.18,0,two-year,bank_transfer,dsl,1
C006849,25,135.27,6960.74,5,two-year,boleto,fiber,0
C006850,11,125.99,4529.52,0,one-year,pix,none,0
C006851,25,34.24,5009.49,5,one-year,boleto,fiber,1
C006852,38,48.96,406.92,1,month-to-month,boleto,dsl,0
C006853,49,100.21,766.15,1,two-year,bank_transfer,fiber,1
C006854,6,112.29,1931.55,4,month-to-month,bank_transfer,fiber,0
C006855,63,21.14,3943.66,2,month-to-month,pix,fiber,0
C006856,64,38.53,3940.97,5,month-to-month,credit_card,fiber,0
C006857,50,32.22,7644.91,0,month-to-month,boleto,none,1
C006858,67,64.34,7015.67,1,month-to-month,boleto,fiber,0
C006859,31,108.5,5709.73,4,two-year,bank_transfer,fiber,0
C006860,59,142.62,283.24,0,month-to-month,credit_card,fiber,0
C006861,53,31.64,4962.34,4,one-year,boleto,none,0
C006862,41,85.79,8863.98,5,one-year,bank_transfer,fiber,0
C006863,13,68.42,4488.84,4,two-year,credit_card,fiber,0
C006864,40,71.78,4965.96,0,month-to-month,credit_card,dsl,1
C006865,65,28.85,424.18,1,month-to-month,credit_card,dsl,0
C006866,71,57.48,2359.66,4,one-year,boleto,none,0
C006867,32,52.82,5450.62,4,one-year,pix,none,0
C006868,18,113.38,7783.54,5,one-year,pix,none,1
C006869,54,103.44,6850.95,1,month-to-month,bank_transfer,dsl,1
C006870,5,102.72,7527.57,4,month-to-month,credit_card,none,0
C006871,11,87.5,7124.52,0,month-to-month,pix,fiber,1
C006872,41,64.47,5633.87,0,month-to-month,credit_card,none,0
C006873,72,51.69,4786.91,3,two-year,pix,dsl,0
C006874,24,21.47,3225.0,5,two-year,credit_card,dsl,0
C006875,32,39.23,7279.68,2,month-to-month,credit_card,none,0
C006876,23,48.58,3912.09,3,month-to-month,credit_card,fiber,0
C006877,32,146.82,4860.24,3,two-year,credit_card,fiber,0
C006878,0,146.16,8990.1,2,month-to-month,pix,fiber,0
C006879,43,119.8,2546.56,5,month-to-month,pix,fiber,1
C006880,43,99.34,3815.62,3,one-year,pix,fiber,0
C006881,23,106.95,730.03,5,month-to-month,boleto,fiber,0
C006882,19,98.07,3025.89,5,two-year,bank_transfer,fiber,1
C006883,55,104.09,8057.5,1,month-to-month,bank_transfer,dsl,0
C006884,13,48.5,2422.19,4,month-to-month,credit_card,fiber,1
C006885,3,146.97,7525.71,1,month-to-month,pix,fiber,0
C006886,2,118.36,4831.39,4,month-to-month,pix,fiber,0
C006887,64,50.45,4879.55,1,month-to-month,pix,dsl,1
C006888,26,86.77,8843.59,5,one-year,pix,fiber,0
C006889,7,122.6,4203.07,4,month-to-month,boleto,fiber,0
C006890,64,138.45,2736.81,1,month-to-month,pix,dsl,1
C006891,10,69.9,5796.9,2,month-to-month,bank_transfer,fiber,0
C006892,24,82.88,4516.95,4,month-to-month,credit_card,fiber,1
C006893,1,60.28,4273.46,3,month-to-month,pix,none,0
C006894,49,68.96,8032.28,4,month-to-month,bank_transfer,fiber,0
C006895,51,49.6,6637.81,4,month-to-month,boleto,dsl,0
C006896,55,23.89,3757.45,4,month-to-month,pix,fiber,1
C006897,19,74.12,1637.1,2,month-to-month,boleto,fiber,0
C006898,23,81.18,654.8,2,one-year,bank_transfer,none,1
C006899,68,121.39,2230.98,5,one-year,boleto,fiber,0
C006900,59,87.94,8784.35,5,one-year,credit_card,fiber,0
C006901,2,62.43,1040.15,2,month-to-month,credit_card,fiber,0
C006902,50,80.22,8977.89,0,month-to-month,boleto,none,1
C006903,59,123.5,5710.62,5,month-to-month,pix,none,1
C006904,40,82.52,4421.44,4,month-to-month,boleto,fiber,0
C006905,46,92.17,7636.84,1,month-to-month,bank_transfer,dsl,1
C006906,0,42.49,2722.24,0,month-to-month,pix,fiber,0
C006907,2,20.99,494.48,0,month-to-month,bank_transfer,fiber,0
C006908,2,140.86,1593.63,0,two-year,boleto,none,1
C006909,11,54.84,7200.71,3,one-year,bank_transfer,dsl,0
C006910,72,65.18,5222.79,4,one-year,bank_transfer,fiber,0
C006911,46,34.93,4221.57,5,one-year,credit_card,fiber,0
C006912,57,86.69,6823.69,2,two-year,boleto,fiber,0
C006913,21,115.82,4323.28,1,one-year,credit_card,fiber,0
C006914,68,109.19,4247.21,3,month-to-month,bank_transfer,none,1
C006915,14,131.23,8248.35,3,one-year,credit_card,none,0
C006916,65,57.25,5144.92,3,two-year,bank_transfer,fiber,1
C006917,2,60.91,5843.01,1,month-to-month,credit_card,fiber,1
C006918,1,145.52,5722.37,3,one-year,pix,dsl,0
C006919,5,79.36,2476.66,2,one-year,bank_transfer,fiber,0
C006920,57,128.49,8985.59,2,month-to-month,boleto,fiber,0
C006921,18,99.5,368.28,0,two-year,pix,fiber,1
C006922,32,43.51,2863.47,4,month-to-month,boleto,fiber,1
C006923,34,144.47,3097.49,0,one-year,credit_card,fiber,0
C006924,57,62.18,8813.09,1,month-to-month,credit_card,fiber,1
C006925,25,103.43,5395.77,3,month-to-month,boleto,fiber,0
C006926,0,53.09,3372.69,4,month-to-month,pix,fiber,0
C006927,28,94.84,2877.32,3,month-to-month,boleto,none,0
C006928,21,90.34,794.37,1,one-year,pix,fiber,0
C006929,53,53.93,294.01,1,two-year,pix,none,0
C006930,54,148.54,1413.3,0,month-to-month,bank_transfer,fiber,1
C006931,6,38.29,4142.0,0,one-year,credit_card,fiber,0
C006932,57,77.59,2597.7,1,month-to-month,pix,fiber,0
C006933,5,24.08,8862.27,1,month-to-month,bank_transfer,fiber,1
C006934,45,108.75,2502.04,2,two-year,credit_card,fiber,0
C006935,28,80.07,7510.37,0,month-to-month,pix,dsl,0
C006936,21,92.81,7676.16,2,month-to-month,credit_card,fiber,1
C006937,35,110.81,1941.22,5,month-to-month,credit_card,dsl,1
C006938,22,119.32,2041.34,4,month-to-month,bank_transfer,fiber,0
C006939,57,145.56,6412.6,2,month-to-month,bank_transfer,fiber,0
C006940,70,132.32,8659.09,2,month-to-month,bank_transfer,dsl,1
C006941,59,62.09,4777.37,2,month-to-month,boleto,fiber,0
C006942,32,114.54,3385.06,4,two-year,credit_card,dsl,0
C006943,36,29.88,275.96,4,two-year,bank_transfer,fiber,0
C006944,32,37.71,7107.46,0,month-to-month,bank_transfer,fiber,0
C006945,57,79.75,2299.94,2,one-year,pix,dsl,0
C006946,40,79.75,1791.05,1,two-year,credit_card,fiber,1
C006947,34,85.75,1916.01,0,one-year,bank_transfer,none,0
C006948,29,81.78,6046.56,5,month-to-month,pix,fiber,0
C006949,27,103.38,3706.98,1,one-year,boleto,fiber,0
C006950,40,144.06,7279.24,1,one-year,bank_transfer,dsl,0
C006951,50,42.45,821.8,4,two-year,credit_card,dsl,1
C006952,31,66.47,6179.77,2,two-year,bank_transfer,fiber,0
C006953,58,29.65,7815.02,4,month-to-month,credit_card,fiber,0
C006954,60,46.0,7669.18,2,one-year,bank_transfer,dsl,1
C006955,31,148.35,1517.41,3,month-to-month,bank_transfer,fiber,0
C006956,66,25.14,5383.36,4,month-to-month,bank_transfer,fiber,1
C006957,12,47.78,8593.04,4,month-to-month,bank_transfer,fiber,0
C006958,68,75.45,7189.45,4,two-year,credit_card,fiber,0
C006959,21,58.05,7754.37,0,month-to-month,credit_card,fiber,0
C006960,41,90.88,8355.26,0,two-year,pix,none,0
C006961,20,148.76,1012.29,4,one-year,credit_card,fiber,0
C006962,32,111.51,1656.71,5,one-year,pix,none,0
C006963,24,72.76,7158.99,4,month-to-month,pix,fiber,0
C006964,51,108.78,7141.24,1,month-to-month,credit_card,none,0
C006965,5,133.39,914.37,3,month-to-month,pix,dsl,0
C006966,61,49.77,7724.64,5,one-year,pix,none,0
C006967,65,113.2,2780.75,0,month-to-month,bank_transfer,none,0
C006968,41,99.81,8317.33,5,month-to-month,pix,fiber,0
C006969,39,115.4,557.83,1,one-year,credit_card,fiber,1
C006970,51,30.94,5458.74,0,one-year,bank_transfer,dsl,1
C006971,14,115.28,8858.53,2,month-to-month,boleto,dsl,0
C006972,54,122.44,5298.15,2,month-to-month,bank_transfer,fiber,0
C006973,15,109.34,1033.65,4,month-to-month,boleto,fiber,1
C006974,49,45.64,808.1,4,two-year,pix,fiber,0
C006975,22,40.97,5152.72,0,month-to-month,pix,fiber,0
C006976,54,115.99,6543.25,4,month-to-month,bank_transfer,fiber,0
C006977,57,104.2,7202.08,0,one-year,bank_transfer,fiber,1
C006978,15,147.87,5240.23,3,month-to-month,bank_transfer,fiber,0
C006979,45,79.12,2742.17,0,month-to-month,pix,fiber,0
C006980,36,49.81,911.66,5,month-to-month,bank_transfer,fiber,0
C006981,21,120.06,5919.61,1,two-year,bank_transfer,fiber,0
C006982,42,117.31,5000.52,0,two-year,pix,dsl,1
C006983,72,87.95,2324.24,4,month-to-month,bank_transfer,fiber,0
C006984,0,116.99,8554.37,5,month-to-month,boleto,fiber,0
C006985,69,60.38,5098.63,1,one-year,pix,dsl,0
C006986,62,48.04,7039.38,5,one-year,boleto,dsl,0
C006987,38,36.39,5461.34,4,month-to-month,credit_card,fiber,0
C006988,44,57.76,1394.55,1,month-to-month,credit_card,fiber,0
C006989,26,105.09,8377.88,1,one-year,credit_card,none,0
C006990,9,53.6,5182.14,0,month-to-month,boleto,dsl,1
C006991,41,134.85,5836.37,2,month-to-month,boleto,fiber,0
C006992,59,52.47,4651.23,5,month-to-month,credit_card,fiber,0
C006993,16,108.98,6939.53,2,one-year,credit_card,fiber,0
C006994,52,88.58,8493.3,3,one-year,bank_transfer,dsl,0
C006995,54,47.5,2969.44,0,one-year,credit_card,none,0
C006996,55,92.31,7656.38,1,month-to-month,pix,dsl,0
C006997,24,144.12,1058.68,0,one-year,bank_transfer,none,1
C006998,28,142.74,3833.88,5,one-year,credit_card,dsl,0
C006999,30,57.91,8069.34,5,two-year,pix,fiber,1
C007000,62,89.74,5248.03,2,month-to-month,boleto,dsl,1
C007001,65,39.61,348.54,5,month-to-month,boleto,fiber,0
C007002,30,80.97,3303.24,2,month-to-month,bank_transfer,dsl,0
C007003,70,61.79,6473.95,4,month-to-month,boleto,fiber,0
C007004,41,140.83,2922.65,4,month-to-month,bank_transfer,none,0
C007005,28,102.25,2169.16,4,two-year,pix,fiber,0
C007006,0,44.04,7214.41,3,two-year,bank_transfer,fiber,0
C007007,44,149.0,2220.36,4,month-to-month,pix,none,1
C007008,47,110.24,1833.91,5,month-to-month,pix,fiber,0
C007009,70,37.51,6247.56,2,one-year,bank_transfer,fiber,0
C007010,52,123.94,6232.15,4,month-to-month,pix,fiber,1
C007011,2,92.48,13.95,1,month-to-month,credit_card,none,0
C007012,41,72.03,5058.64,1,month-to-month,credit_card,fiber,1
C007013,54,45.52,569.84,5,month-to-month,pix,fiber,0
C007014,36,56.13,8187.64,0,month-to-month,credit_card,none,0
C007015,31,41.74,6644.74,5,one-year,boleto,dsl,1
C007016,59,124.44,6612.17,3,one-year,credit_card,fiber,0
C007017,44,55.49,6661.99,5,month-to-month,bank_transfer,none,0
C007018,49,81.1,1668.7,5,month-to-month,boleto,none,1
C007019,33,145.83,954.67,0,one-year,pix,dsl,1
C007020,20,149.29,4038.69,3,month-to-month,credit_card,none,1
C007021,37,122.86,6294.81,0,one-year,pix,fiber,0
C007022,70,123.86,8936.3,4,two-year,credit_card,dsl,0
C007023,43,142.83,2506.61,5,one-year,boleto,fiber,0
C007024,51,123.59,8176.84,1,month-to-month,pix,dsl,0
C007025,9,78.62,691.83,0,one-year,pix,dsl,0
C007026,72,27.84,2707.97,3,month-to-month,bank_transfer,dsl,0
C007027,17,47.09,3696.85,1,month-to-month,boleto,fiber,1
C007028,70,77.79,3183.77,5,two-year,credit_card,fiber,0
C007029,32,54.5,7500.18,1,one-year,pix,fiber,0
C007030,67,62.79,3929.95,4,one-year,credit_card,dsl,0
C007031,65,27.66,6916.68,0,month-to-month,pix,fiber,0
C007032,55,91.78,7953.3,1,one-year,bank_transfer,fiber,0
C007033,66,65.71,4555.54,3,one-year,bank_transfer,fiber,0
C007034,44,53.65,3457.1,1,month-to-month,bank_transfer,none,0
C007035,61,99.35,20.92,4,month-to-month,pix,none,1
C007036,12,55.98,6562.57,3,one-year,pix,fiber,0
C007037,5,81.91,8660.95,1,month-to-month,bank_transfer,fiber,1
C007038,39,52.03,2144.44,0,two-year,bank_transfer,dsl,1
C007039,59,108.47,8425.74,2,month-to-month,boleto,fiber,0
C007040,55,131.04,8829.33,0,month-to-month,pix,fiber,0
C007041,38,30.62,5963.92,0,month-to-month,boleto,fiber,0
C007042,38,126.58,5730.24,3,one-year,bank_transfer,fiber,0
C007043,44,130.72,7559.73,5,month-to-month,pix,fiber,0
C007044,63,145.44,8763.7,0,month-to-month,boleto,none,1
C007045,61,127.62,5615.25,4,month-to-month,bank_transfer,none,0
C007046,8,91.81,202.79,0,one-year,boleto,fiber,0
C007047,43,29.13,6841.16,1,one-year,bank_transfer,fiber,0
C007048,27,29.68,2691.34,0,two-year,pix,fiber,1
C007049,58,45.57,4583.07,0,two-year,bank_transfer,none,0
C007050,36,78.12,5614.56,1,month-to-month,boleto,fiber,1
C007051,72,144.21,3325.78,2,month-to-month,boleto,dsl,0
C007052,31,42.8,1067.92,2,month-to-month,boleto,none,1
C007053,49,90.04,4879.14,1,month-to-month,credit_card,fiber,1
C007054,7,149.75,4293.61,3,two-year,bank_transfer,fiber,0
C007055,68,21.79,8790.72,3,two-year,boleto,none,0
C007056,11,26.11,706.64,0,month-to-month,credit_card,dsl,1
C007057,27,55.09,7816.77,5,two-year,credit_card,fiber,1
C007058,61,49.27,4448.63,1,one-year,bank_transfer,fiber,0
C007059,70,84.82,1892.14,0,one-year,pix,fiber,0
C007060,35,74.66,2651.82,4,month-to-month,pix,fiber,1
C007061,35,95.87,77.48,5,two-year,pix,fiber,0
C007062,3,39.12,4874.32,2,month-to-month,bank_transfer,none,1
C007063,71,109.16,8310.99,3,two-year,bank_transfer,fiber,0
C007064,1,47.91,6767.35,0,two-year,pix,fiber,1
C007065,1,78.76,2616.44,0,one-year,pix,dsl,0
C007066,34,24.34,3183.88,1,month-to-month,boleto,dsl,0
C007067,0,123.72,2671.83,0,one-year,credit_card,fiber,1
C007068,11,101.52,1134.07,5,one-year,boleto,dsl,1
C007069,45,47.14,1426.75,0,month-to-month,boleto,fiber,0
C007070,51,98.23,6448.57,0,month-to-month,bank_transfer,fiber,0
C007071,21,76.81,5242.74,3,month-to-month,credit_card,dsl,0
C007072,58,127.41,2595.95,2,one-year,boleto,fiber,1
C007073,44,147.88,2364.53,2,month-to-month,credit_card,none,0
C007074,16,36.19,6515.51,0,month-to-month,boleto,fiber,0
C007075,52,83.71,857.3,3,two-year,pix,dsl,0
C007076,43,53.54,1951.24,2,one-year,pix,dsl,0
C007077,59,117.46,3176.41,5,month-to-month,bank_transfer,fiber,0
C007078,11,24.48,7876.84,1,one-year,pix,fiber,0
C007079,16,90.79,7361.77,3,month-to-month,boleto,fiber,0
C007080,22,131.42,743.74,1,month-to-month,boleto,fiber,1
C007081,24,70.61,5003.56,5,month-to-month,pix,fiber,1
C007082,64,128.93,7528.3,3,two-year,credit_card,dsl,1
C007083,53,39.1,4901.94,4,one-year,credit_card,fiber,0
C007084,39,139.38,4163.52,1,two-year,credit_card,fiber,0
C007085,39,122.89,8030.45,2,one-year,bank_transfer,fiber,0
C007086,64,70.84,6608.32,5,one-year,boleto,fiber,0
C007087,32,36.98,4580.6,5,one-year,pix,fiber,0
C007088,16,87.65,1579.57,4,one-year,boleto,dsl,0
C007089,9,107.16,1602.34,2,month-to-month,boleto,dsl,0
C007090,24,36.76,2130.91,1,month-to-month,boleto,fiber,0
C007091,47,141.31,5276.85,2,month-to-month,pix,fiber,1
C007092,34,119.15,4924.2,3,month-to-month,bank_transfer,fiber,0
C007093,30,143.71,5698.26,2,month-to-month,credit_card,fiber,1
C007094,35,58.9,1775.86,2,month-to-month,pix,fiber,1
C007095,71,76.35,4668.35,3,one-year,boleto,fiber,1
C007096,72,51.21,5492.33,0,month-to-month,boleto,fiber,0
C007097,11,55.59,7718.67,2,month-to-month,boleto,none,0
C007098,8,38.89,2479.88,0,one-year,pix,fiber,1
C007099,17,36.28,2503.13,4,month-to-month,pix,none,0
C007100,62,107.2,8935.09,3,two-year,pix,none,0
C007101,33,40.4,561.01,1,month-to-month,boleto,fiber,0
C007102,63,37.35,4393.84,1,two-year,bank_transfer,dsl,0
C007103,47,89.5,8356.61,4,month-to-month,bank_transfer,fiber,0
C007104,40,111.52,4945.74,2,one-year,boleto,fiber,1
C007105,20,121.15,5221.68,2,two-year,credit_card,dsl,0
C007106,25,95.43,2414.55,1,month-to-month,bank_transfer,fiber,1
C007107,10,46.2,6610.38,3,two-year,pix,fiber,0
C007108,37,94.52,8656.22,1,one-year,bank_transfer,fiber,0
C007109,20,101.35,4191.32,4,one-year,bank_transfer,fiber,1
C007110,21,53.55,7791.07,0,month-to-month,boleto,fiber,0
C007111,2,38.78,312.44,3,one-year,boleto,fiber,0
C007112,58,140.33,7573.19,4,month-to-month,credit_card,fiber,0
C007113,68,32.47,8619.93,0,one-year,boleto,fiber,0
C007114,36,56.03,7651.11,5,month-to-month,boleto,fiber,1
C007115,39,50.09,788.02,1,month-to-month,pix,fiber,0
C007116,67,135.96,5726.6,1,two-year,pix,dsl,1
C007117,37,85.25,670.38,1,month-to-month,pix,fiber,1
C007118,45,144.36,609.71,1,month-to-month,boleto,fiber,0
C007119,31,127.67,695.93,2,month-to-month,pix,none,0
C007120,37,118.13,1286.19,5,month-to-month,pix,fiber,0
C007121,38,42.98,4824.14,4,one-year,pix,fiber,0
C007122,51,64.77,6719.64,4,one-year,credit_card,none,0
C007123,44,126.64,1466.3,2,month-to-month,bank_transfer,none,0
C007124,36,147.86,59.67,1,month-to-month,credit_card,dsl,0
C007125,5,134.13,3838.14,4,one-year,bank_transfer,fiber,1
C007126,66,143.29,3828.75,4,one-year,boleto,fiber,1
C007127,64,103.44,3943.25,5,one-year,bank_transfer,dsl,0
C007128,13,82.77,5015.54,0,one-year,boleto,fiber,1
C007129,21,86.91,8745.23,4,one-year,credit_card,none,0
C007130,71,79.6,2544.82,1,month-to-month,credit_card,fiber,1
C007131,23,40.13,5131.54,5,month-to-month,boleto,fiber,0
C007132,59,59.75,7588.25,4,two-year,credit_card,fiber,0
C007133,57,31.75,3914.7,3,one-year,boleto,none,1
C007134,62,31.51,133.98,1,one-year,pix,fiber,1
C007135,1,60.54,3166.2,0,two-year,credit_card,fiber,0
C007136,35,106.6,6331.73,0,month-to-month,boleto,dsl,0
C007137,41,99.78,1681.07,0,month-to-month,boleto,none,1
C007138,61,92.73,5998.45,0,month-to-month,bank_transfer,dsl,0
C007139,16,117.36,468.35,0,month-to-month,pix,dsl,0
C007140,22,74.95,6040.5,1,one-year,bank_transfer,fiber,1
C007141,13,77.47,4500.28,2,month-to-month,boleto,fiber,0
C007142,55,87.34,6323.46,3,one-year,bank_transfer,none,0
C007143,72,28.66,250.2,0,month-to-month,boleto,dsl,0
C007144,10,95.62,8568.6,5,month-to-month,credit_card,fiber,0
C007145,17,117.53,5221.81,5,month-to-month,bank_transfer,fiber,1
C007146,22,54.27,6017.6,4,month-to-month,pix,none,0
C007147,64,131.13,7338.48,4,month-to-month,credit_card,fiber,0
C007148,32,54.61,443.77,4,month-to-month,bank_transfer,fiber,0
C007149,20,86.72,1439.53,1,one-year,pix,fiber,0
C007150,23,133.68,1419.37,3,one-year,boleto,fiber,0
C007151,43,115.96,1416.66,3,month-to-month,boleto,dsl,1
C007152,28,94.9,785.26,1,month-to-month,credit_card,none,0
C007153,10,100.96,8280.17,2,month-to-month,boleto,fiber,1
C007154,59,34.16,3135.91,3,two-year,bank_transfer,fiber,1
C007155,30,110.91,1023.06,0,month-to-month,boleto,fiber,1
C007156,18,99.55,6410.71,1,month-to-month,pix,fiber,0
C007157,53,30.99,3299.85,2,month-to-month,credit_card,dsl,0
C007158,54,36.16,1849.87,3,one-year,credit_card,fiber,0
C007159,11,146.23,8358.39,4,one-year,pix,fiber,0
C007160,5,43.15,7627.82,3,month-to-month,boleto,fiber,0
C007161,3,136.45,5326.56,3,month-to-month,credit_card,fiber,0
C007162,55,55.86,4477.79,2,two-year,boleto,fiber,1
C007163,45,71.5,921.27,3,one-year,credit_card,dsl,0
C007164,57,92.21,4329.48,3,one-year,bank_transfer,dsl,0
C007165,45,101.36,3715.72,1,month-to-month,pix,none,1
C007166,29,84.71,4533.31,4,two-year,bank_transfer,fiber,1
C007167,43,65.3,3644.72,4,one-year,pix,fiber,0
C007168,52,84.83,4786.87,0,month-to-month,boleto,fiber,1
C007169,29,111.09,5131.84,4,one-year,bank_transfer,dsl,1
C007170,66,71.54,760.77,5,two-year,boleto,none,0
C007171,65,90.88,1886.68,2,two-year,credit_card,fiber,0
C007172,58,69.29,4115.8,1,two-year,boleto,fiber,0
C007173,72,62.89,8128.51,3,month-to-month,bank_transfer,none,0
C007174,28,58.85,8454.34,1,month-to-month,pix,fiber,0
C007175,8,49.11,5106.73,3,one-year,pix,fiber,1
C007176,35,118.9,5155.91,4,two-year,credit_card,fiber,0
C007177,54,147.91,4791.16,1,one-year,pix,dsl,0
C007178,56,23.77,2619.26,2,month-to-month,credit_card,fiber,0
C007179,28,45.49,4103.95,4,two-year,boleto,dsl,0
C007180,21,145.35,5129.09,4,two-year,pix,fiber,0
C007181,32,64.43,7795.82,4,month-to-month,boleto,fiber,0
C007182,58,70.57,3102.05,4,one-year,boleto,fiber,0
C007183,4,106.19,1878.46,1,two-year,bank_transfer,dsl,0
C007184,23,65.85,1337.32,3,one-year,boleto,fiber,1
C007185,16,84.05,2851.76,5,two-year,bank_transfer,none,1
C007186,58,137.09,4549.65,3,month-to-month,credit_card,fiber,0
C007187,34,93.42,8862.77,1,two-year,credit_card,fiber,0
C007188,6,106.69,1760.33,0,month-to-month,credit_card,fiber,0
C007189,19,48.22,439.78,2,two-year,credit_card,fiber,0
C007190,3,53.99,2439.12,5,two-year,pix,fiber,1
C007191,34,135.9,5490.49,2,month-to-month,pix,none,1
